body,created_at,rate,product_name,user_name
این موبایل برای سال ۹۸ هست و خریدش در این زمان هیچ توجیهی ندارد,11 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A10 SM-A105F/DS دو سیم کارت ظرفیت 32 گیگابایت,محمد نصیرناتری
چرا باید این گوشی الان موجود باشه اونم با این قیمت,8 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A10 SM-A105F/DS دو سیم کارت ظرفیت 32 گیگابایت,رضا صفائی عرشی
گوشی معمولی خوبی هست ,9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,حامد بازرگانی
وقتی 10 میلیون بود خریدم واقعا خوب و کار راه انداز است ممنون از دیجیکالا,3 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,علیرضا پرتوی حاجی دهی
آنتن دهی دستگاه خيلي پایین هستش,28 مهر 1404,2,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,بهرام توحیدی هشجین
عالیه به خدا . توصیه میکنم این مدل گوشی بخرید از همه لحاظ خوبه,27 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,حسین غوابش
با این پول‌ a16 بخرید هزار برابر این گوشی بهتره  این گوشی a05s چند‌ماه پیش ۸ تومان بود ,26 مهر 1404,1,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,میثم یوسفوند
"گوشی‌بسیار‌عالی
پردازنده ‌وباطری‌قوی
دوربین درنور‌کم‌‌کمی ضعیف است",25 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
نسبت به قیمت خوبه,19 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,فاطمه کمالی
سرعت خوب. من راضی ام. موقع تحویل اندروید۱۴ و کاربری۶.۱ نصب بود روش.  ولی الان نسخه۱۵ بروزرسانی نمیشه. برای کارهای عادی خیلی خوب و مناسبه,4 مهر 1404,4,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
برای پدرم خریدم راضی هست ,1 مهر 1404,4,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
گوشی خوبیه از لحاظ ظاهری شبیه اس23هست، فقط یکم ضخیمه و تو دست بزرگ هست ,22 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,مصطفی شیخ زاده
کیفیت خوبی داره من دوبار سفارش دادم هم قیمت مناسب بود هم بسته بندی وارسالش عالی وسریع بود پیشنهاد میکنم,21 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,دنیا الهامی
از همه نظر عالی,14 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
خوبه پیشنهاد میکنم. دو روزه بدستم رسیده,11 شهریور 1404,4,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,مهرداد زندیان
عجب چیزیه,11 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,علیرضا گودرزی
باطری مشکل داشت کد فعال سازی همراه کارتون نبود,9 شهریور 1404,1,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,محمد رضا حسامی حقیقی
من یکساله دارم وایرادی میتونم بگم دوربینش۵۰ است ولی بادوربین ۵۰ سایر گوشی های سامسونگ مثلاa15 ضعیف تره ولی در کل کیفیت عکساش چنگی به دل نمیزنه.کیفیت فیلم بردای هم پایینه.همچنین بعضی ها بازی ها را نمی‌توان از گوگل پلی یا بازار دانلود کرد.صدای موسیقی هم به نسبت گوشی ارزان قیمت ضعیفه بطوری من یک آهنگ همزمان را تو چند گوشی امتحان کردم کمترین صدا راa05s داشت.ولی نکات مثبت زیادی داره از جمله استفاده همزمان از دو سیمکارت و مموری.کیفیت بالای آنتن دهی به خصوص اینترنت.کیفیت مناسب صفحه نمایش برای کسانی که دسترسی به تلویزیون ندارند جهت تماشای فوتبال.اما جمع بندی کلی به غیر دوربینش گوشی خوبیه. بدرود.,7 شهریور 1404,0,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
دوربین گوشی کیفیت بسیار پائینی داره در حد ۵ مگاپیکسل هم نیست,2 شهریور 1404,1,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,مصطفی شجاعیان
درحد خودش و نسبت به قیمتش خوبه,1 شهریور 1404,4,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,بهزاد حبیب زاده
من رنگ بنفش رو گرفتم هم خوشگله هم وزنش سبکه با اینکه بزرگه و هم کار راه بندازه به نسبت قیمتی که داره یه گوشی کامل به روزه,1 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,لیندا اوراهم درمو
خوب بود,30 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A05s ظرفیت 128 گیگابایت و رم 6 گیگابایت,سیامک نوری منش
گوشی خوبیه,10 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
خوبه بخرید,2 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,محمد نعیم حبیبی
حرف نداره,2 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
خیلی خوب,30 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,تکتم دهقانی
"گوشی به نظر میاد قبلا آنپک شده توی ویدیو که گرفتم به وضوح مشخصه ذرات سفید و پرز روی گوشی بود و بدتر جای ضربه خردگی و رنگ پریدگی داشت. عجیبتر اینکه رنگ قلمش با خود گوشی کاملا فرق داره
با این مبلغ ادم انتظار داره گوشی سالم کارخونه برسه دستش نه آنپک شده یا ریفر شده گارانتی هم که توی ایران معنی نداره توی توضیحات خرید میزنه گارانتی ولی برچسب روی گوشی نوشته شده خدمات پس از فروش",30 مهر 1404,1,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
محشره ، عالیه، بی نظیره، خدایا شکرت,28 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
در کل بد نیست,24 مهر 1404,4,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,ایمان نجفی
خیلی عالیه من از اسنپ مارکت تهیه کردم ولی عالیه خوب باید اول باشه چون پرچم داره پرچم داراست,23 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
سلام دوستان من این گوشی رو از بیرون تهیه کردم و خرید این گوشی بستگی به استفاده خودتون که بخواین از امکانات گوشی مثل هوش مصنوعی و مداد واسه‌ی طراحی و همچین پردازنده قوی تر نسبت به بقیه گوشی های هم رده خودش برای مثال توی بازی پابجی ۱۲۰ اف پی اس میده و برای یک گوشی موبایل این عدد خیلی خوبه و حتی روی بالاترین کیفیت ممکنه هم افت فریم نداره و حتی هنگام بازی کردن می‌تونین بزنین شارژ بطوری که به باتری آسیب نزنه ، از نظر هوش مصنوعی خیلی بهتر نسبت به رقبای خودش هست می‌تونین خودتون هم تست کنین و نظرتون رو به اشتراک بزارین ، دوربین خوبی داره مخصوصا برای عکس گرفتن در حالت شب برای ستاره ها ولی خب با توجه به قیمت اگر واقعا از همه این امکانات‌ میخواین استفاده کنین این گوشی رو حتما بخرین و از نظر طراحی سلیقه ای هست ولی من s24u رو ترجیح میدم بخاطر تیز بودن گوشه که کاملا سلیقه ای هست و از نظر پشتیبانی قطعا s25u پشتیبانی حداقل یک سال بیشتر رو داره و در خریدش تردید نکنید ممنون از دیجی‌کالا ,20 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,علی اصغر سالارپورمحمدمرادی
عالی بود. حرف نداره,2 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
از خریدم خیلییی راضیم ولی واقعا نمیدونم چی بنویسم،مرسی از دیجی کالا,31 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,نفیسه زارع جعفری
"اصلاح نظر بعد یک ماه
سیم شارژر ۱.۸متری خراب شد🤕
با سیم فابریک گوشی دارم شارژ میکنم 
بازم اگه اتفاقی افتاد نظرمو میگم
شارژر اصلی و سنگین درجه یک
سیم شارژر ۱.۸ متری اصلی
سیم شارژ فابریک گوشی درون جعبه گوشی کوتاهه
گوشی طبق رنگی که انتخاب کردم بودم 
بسته بندی عالی و بدون خرابی 
تحویل خیلی عالی
بعد ۳روز استفاده بگم از s23ultra خیلی سبکتر شده
صفحه تخت خیلی عالی شده
در کل بگم:😍بخرید😍عالی",26 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,احسان پورتدین
"هر گارانتی دلشون میخواد میفرستن.
من یه تومن گرون تر دادم برای گارانتی جی پرو . بعد گارانتی پلیمر یزد برام فرستادن. 
اخه پلیمر یزد رو چه به گوشی😑😑😑",24 شهریور 1404,1,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
تجربه استفاده یک هفته ای از این گوشی ، سرعت و سوییچ بین برنامه ها لذتبخش و عالی ، شارژ خیلی بهینه شده نسبت به سری های قبل و یکروز جوابگو هست ، شارژر و گوشی حین شارژ تاحدودی داغ میکنه (شارژر اصلی) حین کار با گوشی گاهی فقط کمی گرم میشه، دوربین مخصوصا زوم راضی کننده نبود برام انتظاربیشتری داشتم، دوربین مهمه برات 15 اولترا شیائومی یا ویوا ایکس 200 اولترا بگیر محشرن، گوشی بسیار خوش دست و با گرد شدن گوشه های اون توی جیب اذیت نمیکنه مثل سری های قبل ، انتن دهی و سرعت نت خیلی عالی ، اسپیکر خیلی عالی ، در مجموع یه گوشی همه چی تموم با کلی قابلیت هوش مصنوعی ( مثلا قابلیت حذف یک چیزی از داخل یک عکس با بهترین حالت ممکن انجام میده براتون.  ,9 شهریور 1404,0,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
سلام میگم گوشی ریجستری هست یا باید خودمون ریجستری کنیم,5 شهریور 1404,0,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,کاربر دیجی‌کالا
خیلی خوب و مرتب ارسال شد,1 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,طاهره صادقی کیا
دیگه تعریفی نیاز نداره,30 مرداد 1404,4,گوشی موبایل سامسونگ مدل Galaxy S25 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - پک ویتنام - به همراه شارژر 45 وات سامسونگ,سجاد شمس نژاد
خیلی عالی و باکیفیت بود,13 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مهدی زرینی
عالی.سامسونگ عالی,12 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,نعیم سروش
گوشی خیلی خوبیه چون آشناهامون داشتن  چند روز خریدم .,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
"پیشنهاد میکنم
دقیقا همون چیزی بود که تو آگهی زده .. 
خدایش عالی من الان ۲ هفته اس خریدمش .. 
به نسبت پولی که میدی بهترین گزینه است ",9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کیهان اسدی
"درود
واسه استفاده روزمره با توجه به قیمت مناسبش عالیه",7 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مهدی رحیمی لرکی
عالی و خوب,6 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,حسین شعبانی فاتح
"باسلام 
واقعا عالیه من راضیم طبق روز و ساعتی که تعیین کرده بودم به دستم رسید. از قاب و گلس هم راضیم واقعا عالیه. دکمه ها همه سالمه",6 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,سیدجلال موسوی زاده
خرید بنده گوشی با شارژر بود ولی متاسفانه بدون اعلام قبلی گوشی بدون شارژر با پک سلفون باز تحویل شده ,3 آبان 1404,1,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محمد حیدری
استفاده باید بشه زمان میخواد تا نظراتمو بگم,2 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,حمید مرادی توماج
شارژر اصل بود,2 آبان 1404,3,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,الهه بابازاده
عالی بود پلمپ پیشنهات میکنم بخرید,2 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,معصومه فاتحی
یک موبایل ایده ال و مناسب برای استفاده روزمره - سبک و خوشدست,30 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,امیرحسین ملکوتی سمنانی
از همه نظر عالی بود و راحت ریجستری شد,27 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مهیار معصوم زاده
"زمان خرید بابت ارسال شارژر اصل نگران بودم اما بعد از دریافت و بررسی، شارژر اصل بود.
بسته به موقع و طبق تاریخ ذکر شده دریافت شد
",26 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
گوشی اسکرین ریکورد نداره و گاهی موقع اسکرول کردن کند میشه راضی نیستم ,25 مهر 1404,1,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,سویل حسینی
عالی ,25 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,بهزاد اسدالهی
"عالی
نحوه بسته‌بندی
زمان ارسال سریع
کیفیت گوشی
عالی",24 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
Mnhdkgbgrjfjf ,23 مهر 1404,1,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
گوشی خوبی است من برای خواهرم‌خریدم پیشنهاد میکنم بخرید سرعت کارکرد خوب دارد برای استفاده روزمره,22 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,نوید فدائی
"۴جیه و پلاس نمیشه 
سبک و خوش دسته 
صفحه کاملا معمولی ، 
اگر امکانش رو دارید رم ۸ بخرید تا روانتر کار کنه ",22 مهر 1404,3,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
واقعا متشکرم همه چی عالی ,14 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محمد مالمیر
گوشی درگاه هندزفری ندارد، اثر انگشتش خوب کار نمیکنه حتی بگم اصلا کار نمیکنه اما گوشی قبلیم a06 بود اثر انگشتش عالی بود، فیلم برداری از صفحه نداره باید براش دانلود کنید، یخورده لگ میزنه، صفحه نمایش خیلی خوبه، باتری خوبی داره، صدای بلندگو خوبه ، دوربین جلو و عقب معمولی، در دو نسخه ارائه شده من مدل 4g خریدم که مات هست و طراحی از نظرم قشنگتره، دیر شارژ میشه دیر خالی میشه,11 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,آزاده امیری
با شارژر سفارش دادم بدون شارژر ارسال شد و بسته بندی هم باز شده بود,11 آبان 1404,1,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,علیرضا باران طلب
"
 عالی و ممنون از دیجی کالا",10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,بابک دیانتی دیلمی
گوشی خوبیه ,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محمد حمیدی فرید
این مدل یکی از بهترین میان رده ها هست ,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محمد حمیدی فرید
قیمت مناسب و تحویل به موقع بود,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,حمزه مولائی
خیلی خوبه، نسبت به A07,9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
تو این رنج قیمتی خوب بکد,9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,علی رضا قالی باف
برای استفاده روزمره خوبه در کل گوشی های سامسونگ در بین گوشی  با برند دیگر امتحانش رو پس داده پس در خریدش شک نکنید.,8 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
برای یک شخص که بخواد فقط بره اینستا اینا اوکیه,5 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محمد انصاری کیچی
کوشی خوبی هست کار کرد عالی داره,4 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مصطفی عبدی
"پروسه تحویل گرفتن خیلی طولاني می باشد
نسیت به قیمتش هن گوشی خوبیه",29 مهر 1404,4,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
همه چی عالی بود. باتری، دوربین، کیفیت صفحه نمایش و همه موارد واقعا رضایت بخشه,28 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
گوشی خوبیه,27 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,کاربر دیجی‌کالا
کالا پلمپ شده و اصل بود و راضی هستم,27 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مسعود مسعودیان
یک ماهه خریدم. سرعت شارژ بالاست، زیر یک ساعت از صفر به ۱۰۰ میرسه. کیفیت دوربین نسبت به قیمت واقعا خوبه. اگر برای بازی و کارای سنگین میخواین رم بالاتر بگیرین وگرنه در حد روزمره اوکیه. در کل خیلی می ارزه. (رنگش خیلی خوبه),24 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مریم عالمی پور
گوشی خوب وکار راه انداز است,21 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,مسعود خاکی
عالیه,19 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محمد فراهانی
عالی بود تشکر,19 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,محسن علی بیگی
راضی ام، عالی بود,26 مهر 1404,5,گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
گوشی عالی و زیبا و خوش دست مشکل ریجستری دارم تماس گرفتم گفتن حل میشه,16 مهر 1404,5,گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,عاطفه میری
عالی ,12 مهر 1404,5,گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,فاطمه کلاتهء
عالی بود عاشق این گوشیم,8 مهر 1404,5,گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
عالی عالی  توصیه میشود.,4 مهر 1404,5,گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
"من ۵شهریور ماه باقیمت ۴۷۵۰۰ این گوشی رو تهیه کردم
خیلی دیر بدستم رسید دوهفته طول کشید تا بدستم برسه
گوشی از همه‌ لحاظ عالی هست دوربینش شگفت زده تون میکنه اگه‌قبل اش گوشی میانرده داشتید.
سرعت اجرای برنامه ها به شدت بالاس
باتری هم اوکیه
فقط بیمه ی من بعد یکماه هنوز فعال نشده 
تا الان ۴بار هم به پشتیبانی بیمه سامان زنگ زدم هربار میگن فردا درست میشه ولی هنوز درست نکردن
بیمه رو  روی سفارشتون نزنید طبق تجربه ایی که من داشتم اصلا پاسخگویی شون قابل اطمینان نیست.
هعی امروز فردا میکنن.
درکل توی این یکماه گوشی عالی بوده
شارژر هم برای گوشی انکر دوپین‌۳۰وات ازهمین دیجی کالا سفارش دادم",4 مهر 1404,4,گوشی موبایل سامسونگ مدل S24 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
